complaint_id,source_channel,timestamp,raw_text,language_ground_truth,department_ground_truth,category_ground_truth,locality_ground_truth,ward_ground_truth,urgency_ground_truth,incident_id,status,resolved_at
CMP-0282,CM Helpline,2026-07-28T01:00:00,"कोलार रोड me peene ka paani bilkul nahi aa raha kal se, please tanker send kijiye.",Hinglish,Water Supply,Water outage,Kolar,80,High,INC-0127,Pending,
CMP-0082,Municipal Helpline,2026-07-28T02:49:00,Carcass of dead cattle on the road in Govindpura. Please dispatch sanitation squad immediately.,English,Sanitation,Dead animal removal,Govindpura,58,High,INC-0013,In Progress,
CMP-0360,Municipal Helpline,2026-07-28T03:00:00,Loose power cable snapped and dangling dangerously near कोलार market.,English,Electricity,Loose overhead wires,Kolar,80,Critical,INC-0205,In Progress,
CMP-0084,Mobile App,2026-07-28T04:39:00,"गोविंदपुरा ke paas dead dog lying on road, please municipal sanitary team ko alert karo.",Hinglish,Sanitation,Dead animal removal,Govindpura,58,High,INC-0013,In Progress,
CMP-0062,Municipal Helpline,2026-07-28T06:49:00,"Gandhi Nagar me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,Gandhi Nagar,1,High,INC-0008,Resolved,2026-07-31T03:49:00
CMP-0614,CM Helpline,2026-07-28T14:00:00,भदभदा में एक महीने से पानी का प्रेशर बहुत धीमा है। टंकी भरने में घंटों लग रहे हैं।,Hindi,Water Supply,Low water pressure,Bhadbhada,27,Medium,INC-0459,Resolved,2026-08-01T04:00:00
CMP-0061,Municipal Helpline,2026-07-29T00:31:00,"Gandhi Nagar me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,Gandhi Nagar,1,High,INC-0008,Resolved,2026-08-02T21:31:00
CMP-0640,Social Media,2026-07-29T01:00:00,"आनंद नगर road pe main pipeline burst ho gayi hai, paani sadak pe beh raha hai.",Hinglish,Water Supply,Water leakage,Anand Nagar,63,Medium,INC-0485,In Progress,
CMP-0280,Mobile App,2026-07-29T05:00:00,"Bawadiya railway crossing me peene ka paani bilkul nahi aa raha 2 din se, please tanker send kijiye.",Hinglish,Water Supply,Water outage,Bawadiya Kalan,51,High,INC-0125,Resolved,2026-08-02T10:00:00
CMP-0434,Social Media,2026-07-29T05:00:00,"Neelbad chouraha me overhead power cables dangerous height par latak rahe hain, truck se takra sakte hain.",Hinglish,Electricity,Loose overhead wires,Neelbad,83,Critical,INC-0279,Resolved,2026-07-30T05:00:00
CMP-0060,Social Media,2026-07-29T06:39:00,Storm drain choked with plastic and silt in Airport road Gandhi nagar. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Gandhi Nagar,1,High,INC-0008,Resolved,2026-07-30T09:39:00
CMP-0058,Mobile App,2026-07-29T23:10:00,Gandhi Nagar क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Gandhi Nagar,1,High,INC-0008,Resolved,2026-08-02T09:10:00
CMP-0481,CM Helpline,2026-07-30T00:00:00,"अशोका गार्डन me power cut chal raha hai 3 din se, fan light sab band hai, please light chalu karo.",Hinglish,Electricity,Power outage,Ashoka Garden,38,High,INC-0326,Pending,
CMP-0059,Mobile App,2026-07-30T00:15:00,Storm drain choked with plastic and silt in Gandhi Nagar. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Gandhi Nagar,1,High,INC-0008,Resolved,2026-07-30T06:15:00
CMP-0708,Mobile App,2026-07-30T05:00:00,Ratibad क्षेत्र में नल में पानी नहीं आ रहा है एक महीने से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,Ratibad,84,High,INC-0553,Resolved,2026-08-03T12:00:00
CMP-0589,Social Media,2026-07-30T06:00:00,"ईदगाह हिल्स क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Idgah Hills,9,Medium,INC-0434,Resolved,2026-08-02T14:00:00
CMP-0345,Mobile App,2026-07-30T15:00:00,Tractor trolleys dumping building waste openly near कमला नगर residential area.,English,Sanitation,Open dumping,Kamla Nagar,29,Medium,INC-0190,Resolved,2026-08-02T00:00:00
CMP-0343,CM Helpline,2026-07-30T17:00:00,Sewage chamber overflowing on पिपलानी residential street. Filthy black water spreading.,English,Drainage,Overflowing sewage,Piplani,60,High,INC-0188,Pending,
CMP-0488,Elected Representative,2026-07-30T18:00:00,"Barkheda क्षेत्र में कई बच्चों को कुत्तों ने काटा है, तुरंत डॉग स्क्वाड भेजा जाए।",Hindi,Public Health,Stray dog menace,Barkheda,59,Medium,INC-0333,In Progress,
CMP-0728,Mobile App,2026-07-30T22:00:00,ईदगाह हिल्स में 3 दिन से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Idgah Hills,9,High,INC-0573,Resolved,2026-08-04T05:00:00
CMP-0496,Mobile App,2026-07-31T14:00:00,"करोंद मुख्य मार्ग पर मृत पशु पड़ा हुआ है, संक्रमण फैलने की आशंका है।",Hindi,Sanitation,Dead animal removal,Karond,15,High,INC-0341,Pending,
CMP-0734,CM Helpline,2026-07-31T14:00:00,"Gandhi nagar airport road gali me dogs ne 2 logo ko bite kiya hai, please dog catching vehicle bhejiye.",Hinglish,Public Health,Stray dog menace,Gandhi Nagar,1,Medium,INC-0579,In Progress,
CMP-0527,Municipal Helpline,2026-07-31T15:00:00,Light pole fixture not functional in Karond. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Karond,15,Low,INC-0372,Pending,
CMP-0502,Social Media,2026-07-31T19:00:00,Deep craters developed on Panchsheel Nagar road after rain. Major hazard for night commuters.,English,Roads,Pothole,Panchsheel Nagar,30,Medium,INC-0347,Resolved,2026-08-05T00:00:00
CMP-0593,Elected Representative,2026-08-01T00:00:00,"कोहेफिजा बाजार के पास हाई टेंशन तार झूल रहा है, तुरंत कसा जाए।",Hindi,Electricity,Loose overhead wires,Koh-e-Fiza,8,Critical,INC-0438,Resolved,2026-08-04T07:00:00
CMP-0669,Mobile App,2026-08-01T01:00:00,"Neelbad road me low voltage issue hai 1 week se, tubelight blink ho rahi hai aur motor start nahi hoti.",Hinglish,Electricity,Low voltage,Neelbad,83,Medium,INC-0514,Pending,
CMP-0347,Municipal Helpline,2026-08-01T15:00:00,"Bharat Bhavan area square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0192,Resolved,2026-08-05T02:00:00
CMP-0384,CM Helpline,2026-08-01T16:00:00,"Misrod side road sink ho gayi hai, gaadi chalana dangerous ho gaya hai.",Hinglish,Roads,Road damage,Misrod,85,Medium,INC-0229,Resolved,2026-08-05T06:00:00
CMP-0523,Social Media,2026-08-01T19:00:00,"Bhai Shahpura road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shahpura,50,Medium,INC-0368,Resolved,2026-08-05T02:00:00
CMP-0455,Mobile App,2026-08-02T05:00:00,"Bhai Kamla Nagar road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Kamla Nagar,29,Medium,INC-0300,Resolved,2026-08-03T15:00:00
CMP-0375,Municipal Helpline,2026-08-02T17:00:00,Carcass of dead cattle on the road in Misrod. Please dispatch sanitation squad immediately.,English,Sanitation,Dead animal removal,Misrod,85,High,INC-0220,Pending,
CMP-0685,Municipal Helpline,2026-08-02T17:00:00,Light pole fixture not functional in सोनागिरी. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Sonagiri,61,Low,INC-0530,Pending,
CMP-0238,Mobile App,2026-08-03T00:00:00,"Bhai Ayodhya bypass road road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Ayodhya Bypass,65,Medium,INC-0083,Resolved,2026-08-06T17:00:00
CMP-0546,Municipal Helpline,2026-08-03T00:00:00,"Gandhi Nagar me bahut sara kachra jama ho gaya hai ek hafte se, bohot gandi smell aa rahi hai.",Hinglish,Sanitation,Garbage accumulation,Gandhi Nagar,1,Medium,INC-0391,In Progress,
CMP-0031,Municipal Helpline,2026-08-03T00:10:00,"श्यामला हिल्स चौराहे के पास सड़क में बड़े-बड़े गड्ढे हैं, रात में दुर्घटना का भारी खतरा है।",Hindi,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-05T09:10:00
CMP-0038,Municipal Helpline,2026-08-03T01:00:00,"Bhai Shyamla Hills road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-06T00:00:00
CMP-0528,Mobile App,2026-08-03T02:00:00,"कोहेफिजा में बिजली के तार काफी नीचे लटक रहे हैं, वाहनों से टकराने का अंदेशा है।",Hindi,Electricity,Loose overhead wires,Koh-e-Fiza,8,Critical,INC-0373,Pending,
CMP-0304,CM Helpline,2026-08-03T03:00:00,Bhadbhada के पास मुख्य पाइपलाइन फूट गई है और हजारों लीटर साफ पानी सड़क पर बह रहा है।,Hindi,Water Supply,Water leakage,Bhadbhada,27,Medium,INC-0149,Pending,
CMP-0588,CM Helpline,2026-08-03T03:00:00,"Govindpura side trickle flow aa raha hai municipal line se, please check karo.",Hinglish,Water Supply,Low water pressure,Govindpura,58,Medium,INC-0433,Pending,
CMP-0037,Municipal Helpline,2026-08-03T12:16:00,"Bhai Shyamla Hills road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-05T07:16:00
CMP-0035,CM Helpline,2026-08-03T12:25:00,Massive pothole near Bharat Bhavan area intersection causing traffic congestion and accidents.,English,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-06T22:25:00
CMP-0418,Elected Representative,2026-08-03T14:00:00,Water trickle flow in Neelbad. Motor cannot lift water to domestic rooftop tanks.,English,Water Supply,Low water pressure,Neelbad,83,Medium,INC-0263,Pending,
CMP-0622,Municipal Helpline,2026-08-03T16:00:00,Severe mosquito menace in Subhash Nagar. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Subhash Nagar,39,Medium,INC-0467,In Progress,
CMP-0657,Municipal Helpline,2026-08-03T16:00:00,"Ashoka Garden square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Ashoka Garden,38,Medium,INC-0502,Pending,
CMP-0671,Municipal Helpline,2026-08-03T17:00:00,Drainage backflow in Arera Colony. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,Arera Colony,48,High,INC-0516,Resolved,2026-08-06T04:00:00
CMP-0735,Municipal Helpline,2026-08-03T23:00:00,"Idgah side trickle flow aa raha hai municipal line se, please check karo.",Hinglish,Water Supply,Low water pressure,Idgah Hills,9,Medium,INC-0580,Resolved,2026-08-04T04:00:00
CMP-0227,Social Media,2026-08-04T06:00:00,"Municipal dustbin van जहांगीराबाद lane skip kar rahi hai regularly, please action lijiye.",Hinglish,Sanitation,Irregular garbage collection,Jahangirabad,41,Low,INC-0072,Resolved,2026-08-06T19:00:00
CMP-0034,CM Helpline,2026-08-04T06:10:00,"श्यामला हिल्स रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-07T13:10:00
CMP-0033,Municipal Helpline,2026-08-04T10:47:00,"Bhai Shyamla road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-07T02:47:00
CMP-0036,Mobile App,2026-08-04T15:37:00,Deep craters developed on Shyamla Hills road after rain. Major hazard for night commuters.,English,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-08T07:37:00
CMP-0595,CM Helpline,2026-08-04T16:00:00,Severe water shortage in भदभदा area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Bhadbhada,27,High,INC-0440,Pending,
CMP-0338,Mobile App,2026-08-04T18:00:00,बैरागढ़ में आवासीय बस्ती के पास गंदा पानी जमा है। बदबू और मच्छरों से लोग परेशान हैं।,Hindi,Public Health,Stagnant water near habitation,Bairagarh,3,Medium,INC-0183,Pending,
CMP-0032,Mobile App,2026-08-04T19:50:00,"Bhai Shyamla road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0004,Resolved,2026-08-06T01:50:00
CMP-0537,Social Media,2026-08-04T22:00:00,"Chuna Bhatti me paani ka pressure bahut slow hai 4 din se, tanki nahi bhar pa rahi.",Hinglish,Water Supply,Low water pressure,Chuna Bhatti,82,Medium,INC-0382,In Progress,
CMP-0639,CM Helpline,2026-08-05T03:00:00,"Gulmohar Colony square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Gulmohar,49,Medium,INC-0484,Resolved,2026-08-09T00:00:00
CMP-0742,Municipal Helpline,2026-08-05T17:00:00,"Govindpura me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Govindpura,58,High,INC-0587,In Progress,
CMP-0322,CM Helpline,2026-08-05T20:00:00,अयोध्या बायपास में बड़ा पेड़ सड़क पर गिर गया है जिससे पूरा रास्ता बंद हो गया है।,Hindi,Roads,Road obstruction,Ayodhya Bypass,65,High,INC-0167,Pending,
CMP-0231,CM Helpline,2026-08-06T02:00:00,Blinking sodium streetlight in Govindpura causing disturbance and eye strain.,English,Street Lighting,Flickering streetlight,Govindpura,58,Low,INC-0076,Pending,
CMP-0673,Municipal Helpline,2026-08-06T16:00:00,Indrapuri के पास मुख्य पाइपलाइन फूट गई है और हजारों लीटर साफ पानी सड़क पर बह रहा है।,Hindi,Water Supply,Water leakage,Indrapuri,62,Medium,INC-0518,Resolved,2026-08-07T03:00:00
CMP-0423,CM Helpline,2026-08-06T17:00:00,"Idgah residential lane me sewage overflow ho raha hai, filthy smell aur health hazard hai.",Hinglish,Drainage,Overflowing sewage,Idgah Hills,9,High,INC-0268,Resolved,2026-08-10T11:00:00
CMP-0220,CM Helpline,2026-08-06T18:00:00,"बिट्टन मार्केट me power cut chal raha hai ek hafte se, fan light sab band hai, please light chalu karo.",Hinglish,Electricity,Power outage,Bittan Market,46,High,INC-0065,Resolved,2026-08-07T07:00:00
CMP-0236,Municipal Helpline,2026-08-06T20:00:00,"Bittan market ground me broken manhole lid hai, accident hone se pehle cover fix karo please.",Hinglish,Drainage,Damaged manhole cover,Bittan Market,46,Critical,INC-0081,In Progress,
CMP-0385,Social Media,2026-08-06T21:00:00,Garbage collection van skipping Misrod lanes regularly. Waste piling up in households.,English,Sanitation,Irregular garbage collection,Misrod,85,Low,INC-0230,In Progress,
CMP-0452,Municipal Helpline,2026-08-06T22:00:00,Stagnant pool of green dirty water near अवधपुरी residential plots breeding pests.,English,Public Health,Stagnant water near habitation,Awadhpuri,64,Medium,INC-0297,Pending,
CMP-0747,Mobile App,2026-08-07T01:00:00,"श्यामला हिल्स me streetlights band hain 1 week se, raat ko poora dark ho jata hai, safety risk hai.",Hinglish,Street Lighting,Streetlight not working,Shyamla Hills,24,Low,INC-0592,Pending,
CMP-0383,Elected Representative,2026-08-07T02:00:00,Deep craters developed on Lalghati road after rain. Major hazard for night commuters.,English,Roads,Pothole,Lalghati,6,Medium,INC-0228,Pending,
CMP-0252,CM Helpline,2026-08-07T04:00:00,Drainage backflow in Malviya nagar new market. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,New Market,32,High,INC-0097,Resolved,2026-08-07T14:00:00
CMP-0490,CM Helpline,2026-08-07T04:00:00,"Saket nagar AIIMS me stray dogs ka pack aggressive ho gaya hai, bike riders ke peeche daudte hain.",Hinglish,Public Health,Stray dog menace,Saket Nagar,53,Medium,INC-0335,Resolved,2026-08-08T15:00:00
CMP-0187,Municipal Helpline,2026-08-07T16:00:00,Severe mosquito menace in Ashoka Garden. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0045,Resolved,2026-08-11T02:00:00
CMP-0394,CM Helpline,2026-08-07T20:00:00,"अवधपुरी me streetlight pole par open naked wires latak rahe hain, electrocution ka khatra hai.",Hinglish,Street Lighting,Exposed wiring on pole,Awadhpuri,64,Critical,INC-0239,Resolved,2026-08-08T15:00:00
CMP-0695,CM Helpline,2026-08-07T22:00:00,"Bairasia Road me machhar bohot badh gaye hain, malaria dengue ka fear hai, please fogging karwa do.",Hinglish,Public Health,Mosquito breeding / fogging request,Bairasia Road,16,Medium,INC-0540,Resolved,2026-08-09T19:00:00
CMP-0536,Municipal Helpline,2026-08-07T23:00:00,Extremely low voltage in MP nagar market. Refrigerators and water pumps cannot start.,English,Electricity,Low voltage,MP Nagar,47,Medium,INC-0381,Resolved,2026-08-09T23:00:00
CMP-0147,CM Helpline,2026-08-08T01:00:00,"Hoshangabad Road main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0033,Resolved,2026-08-09T02:00:00
CMP-0146,Elected Representative,2026-08-08T02:00:00,Massive pothole near Hoshangabad highway intersection causing traffic congestion and accidents.,English,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0033,Resolved,2026-08-11T17:00:00
CMP-0480,Municipal Helpline,2026-08-08T03:00:00,Massive pothole near Sonagiri square intersection causing traffic congestion and accidents.,English,Roads,Pothole,Sonagiri,61,Medium,INC-0325,Resolved,2026-08-09T04:00:00
CMP-0353,Elected Representative,2026-08-08T05:00:00,No municipal tap water in Subhash Nagar since 4 days. Kindly restore the supply immediately.,English,Water Supply,Water outage,Subhash Nagar,39,High,INC-0198,Resolved,2026-08-12T03:00:00
CMP-0188,CM Helpline,2026-08-08T10:00:00,Severe mosquito menace in Ashoka Garden. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0045,Resolved,2026-08-11T20:00:00
CMP-0438,Mobile App,2026-08-08T14:00:00,"Barkheda me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,Barkheda,59,High,INC-0283,In Progress,
CMP-0541,Social Media,2026-08-08T17:00:00,Extremely low voltage in Awadhpuri. Refrigerators and water pumps cannot start.,English,Electricity,Low voltage,Awadhpuri,64,Medium,INC-0386,Resolved,2026-08-10T12:00:00
CMP-0615,CM Helpline,2026-08-08T18:00:00,"Lalghati Chouraha me machhar bohot badh gaye hain, malaria dengue ka fear hai, please fogging karwa do.",Hinglish,Public Health,Mosquito breeding / fogging request,Lalghati,6,Medium,INC-0460,Pending,
CMP-0299,CM Helpline,2026-08-08T19:00:00,शाहपुरा में पैदल मार्ग पर मैनहोल का ढक्कन टूटा हुआ है। कभी भी कोई बच्चा गिर सकता है।,Hindi,Drainage,Damaged manhole cover,Shahpura,50,Critical,INC-0144,Resolved,2026-08-12T07:00:00
CMP-0240,CM Helpline,2026-08-08T22:00:00,Missing manhole cover on main pedestrian path in अयोध्या बायपास. Critical fall hazard.,English,Drainage,Damaged manhole cover,Ayodhya Bypass,65,Critical,INC-0085,In Progress,
CMP-0266,Municipal Helpline,2026-08-09T01:00:00,बागसेवनिया क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Bagsewaniya,54,High,INC-0111,Resolved,2026-08-13T15:00:00
CMP-0697,Municipal Helpline,2026-08-09T01:00:00,Light pole fixture not functional in Bairasia Road. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Bairasia Road,16,Low,INC-0542,Pending,
CMP-0431,CM Helpline,2026-08-09T02:00:00,"New Market में बिजली के तार काफी नीचे लटक रहे हैं, वाहनों से टकराने का अंदेशा है।",Hindi,Electricity,Loose overhead wires,New Market,32,Critical,INC-0276,Resolved,2026-08-11T03:00:00
CMP-0272,Municipal Helpline,2026-08-09T03:00:00,Severe voltage fluctuation in Bhadbhada damaging home electronics and appliances.,English,Electricity,Low voltage,Bhadbhada,27,Medium,INC-0117,Resolved,2026-08-09T08:00:00
CMP-0518,Mobile App,2026-08-09T04:00:00,"Kamla Nagar क्षेत्र में खंभे की लाइट खराब है, असामाजिक तत्वों का जमावड़ा लग रहा है।",Hindi,Street Lighting,Streetlight not working,Kamla Nagar,29,Low,INC-0363,In Progress,
CMP-0368,CM Helpline,2026-08-09T05:00:00,"Ratibad आवासीय क्षेत्र के पास खुली डंपिंग हो रही है, पर्यावरण को नुकसान पहुंच रहा है।",Hindi,Sanitation,Open dumping,Ratibad,84,Medium,INC-0213,Pending,
CMP-0291,Municipal Helpline,2026-08-09T06:00:00,Koh-e-Fiza में सार्वजनिक शौचालय में गंदगी का अंबार है और पानी की कोई व्यवस्था नहीं है।,Hindi,Public Health,Public toilet sanitation,Koh-e-Fiza,8,Medium,INC-0136,In Progress,
CMP-0202,Municipal Helpline,2026-08-09T15:00:00,जहांगीराबाद में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0049,Resolved,2026-08-14T09:00:00
CMP-0642,Municipal Helpline,2026-08-09T18:00:00,Shyamla me 2 din se paani nahi aa raha hai. Bahut dikkat ho rahi hai.,Hinglish,Water Supply,Water outage,Shyamla Hills,24,High,INC-0487,Resolved,2026-08-14T12:00:00
CMP-0427,CM Helpline,2026-08-09T20:00:00,"Saket Nagar me kachra gaadi 2 din se nahi aayi hai, gharo me kachra jama hai.",Hinglish,Sanitation,Irregular garbage collection,Saket Nagar,53,Low,INC-0272,In Progress,
CMP-0581,Mobile App,2026-08-09T21:00:00,"Sonagiri square side ganda paani bhara hua hai ground me, drainage se pump out karo.",Hinglish,Public Health,Stagnant water near habitation,Sonagiri,61,Medium,INC-0426,Resolved,2026-08-11T17:00:00
CMP-0201,Mobile App,2026-08-10T01:00:00,जहांगीराबाद में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0049,Resolved,2026-08-13T05:00:00
CMP-0509,Municipal Helpline,2026-08-10T01:00:00,जहांगीराबाद में कचरा गाड़ी पिछले एक हफ्ते से नहीं आई है। घरों में कचरा इकट्ठा हो गया है।,Hindi,Sanitation,Irregular garbage collection,Jahangirabad,41,Low,INC-0354,Resolved,2026-08-11T17:00:00
CMP-0200,CM Helpline,2026-08-10T15:00:00,Jahangirabad में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0049,Resolved,2026-08-14T02:00:00
CMP-0283,Social Media,2026-08-10T16:00:00,Streetlights on the entire stretch of एमपी नगर are dark for 10 days. Safety hazard for women.,English,Street Lighting,Streetlight not working,MP Nagar,47,Low,INC-0128,In Progress,
CMP-0649,Municipal Helpline,2026-08-10T17:00:00,Unscheduled power cut in Arera for the past 4 days. Inverter battery discharged.,English,Electricity,Power outage,Arera Colony,48,High,INC-0494,Resolved,2026-08-11T03:00:00
CMP-0199,Municipal Helpline,2026-08-10T19:00:00,"Jahangirabad police line me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0049,Resolved,2026-08-12T04:00:00
CMP-0297,Municipal Helpline,2026-08-10T19:00:00,"चूना भट्टी में खंभे का बल्ब लगातार ब्लिंक कर रहा है, कृपया बल्ब बदलें।",Hindi,Street Lighting,Flickering streetlight,Chuna Bhatti,82,Low,INC-0142,Resolved,2026-08-11T21:00:00
CMP-0563,Municipal Helpline,2026-08-11T00:00:00,Contaminated sewer water mixing with drinking supply in Misrod. Risk of cholera outbreak.,English,Water Supply,Contaminated water,Misrod,85,Critical,INC-0408,Pending,
CMP-0703,CM Helpline,2026-08-11T00:00:00,Shyamla Hills में 3 दिन से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Shyamla Hills,24,High,INC-0548,Resolved,2026-08-14T11:00:00
CMP-0497,Social Media,2026-08-11T01:00:00,"Hoshangabad highway square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0342,Resolved,2026-08-15T02:00:00
CMP-0443,Mobile App,2026-08-11T04:00:00,"E-5 Bittan me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Bittan Market,46,High,INC-0288,Pending,
CMP-0401,Municipal Helpline,2026-08-11T05:00:00,Municipal door-to-door waste vehicle has not visited Baghmugaliya for 2 days.,English,Sanitation,Irregular garbage collection,Bagsewaniya,54,Low,INC-0246,In Progress,
CMP-0413,Elected Representative,2026-08-11T14:00:00,"पानी की भारी किल्लत Panchsheel Nagar में। बोरिंग और नल दोनों बंद हैं, बच्चे परेशान हो रहे हैं।",Hindi,Water Supply,Water outage,Panchsheel Nagar,30,High,INC-0258,In Progress,
CMP-0432,Municipal Helpline,2026-08-11T14:00:00,Nehru Nagar मुख्य मार्ग पर जानलेवा गड्ढे हो गए हैं। कई बाइक सवार गिरकर चोटिल हो चुके हैं।,Hindi,Roads,Pothole,Nehru Nagar,26,Medium,INC-0277,Resolved,2026-08-16T14:00:00
CMP-0214,CM Helpline,2026-08-11T17:00:00,"भदभदा रोड पर खुला मैनहोल खुला पड़ा है, तत्काल नया ढक्कन लगवाया जाए।",Hindi,Drainage,Damaged manhole cover,Bhadbhada,27,Critical,INC-0059,Resolved,2026-08-16T17:00:00
CMP-0741,Elected Representative,2026-08-11T21:00:00,Complete blackout in Nehru Nagar sector. No electricity since evening.,English,Electricity,Power outage,Nehru Nagar,26,High,INC-0586,Resolved,2026-08-16T16:00:00
CMP-0371,Municipal Helpline,2026-08-12T02:00:00,Extremely low voltage in Shahpura. Refrigerators and water pumps cannot start.,English,Electricity,Low voltage,Shahpura,50,Medium,INC-0216,In Progress,
CMP-0425,Mobile App,2026-08-12T02:00:00,"Hoshangabad Road me broken manhole lid hai, accident hone se pehle cover fix karo please.",Hinglish,Drainage,Damaged manhole cover,Hoshangabad Road,52,Critical,INC-0270,Resolved,2026-08-14T05:00:00
CMP-0465,Mobile App,2026-08-12T05:00:00,"श्यामला हिल्स रोड पर खुला मैनहोल खुला पड़ा है, तत्काल नया ढक्कन लगवाया जाए।",Hindi,Drainage,Damaged manhole cover,Shyamla Hills,24,Critical,INC-0310,Resolved,2026-08-14T04:00:00
CMP-0319,Municipal Helpline,2026-08-12T14:00:00,"Municipal public toilet in Govindpura is choked, without water, and filthy. Unusable.",English,Public Health,Public toilet sanitation,Govindpura,58,Medium,INC-0164,Pending,
CMP-0253,Municipal Helpline,2026-08-12T15:00:00,नीलबड़ में पिछले 5 दिन से अघोषित बिजली कटौती है। भीषण गर्मी में लोग परेशान हैं।,Hindi,Electricity,Power outage,Neelbad,83,High,INC-0098,In Progress,
CMP-0485,Mobile App,2026-08-12T15:00:00,"Overhead electricity cables sagging very low in मिसरोद, almost touching passing trucks.",English,Electricity,Loose overhead wires,Misrod,85,Critical,INC-0330,Resolved,2026-08-17T05:00:00
